property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, General Mathenge, Westlands

",-,"
3
","








4

","
3 Bedroom Apartments For Sale on General Mathen...
",Sky Limits Ventures,"
KSh 30,500,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Lavington, Dagoretti North

","
124 m²
","
3
","








 2

","
CONTEMPORARY 3BEDROOM APARTMENT
",Balis Properties,"
KSh 12,500,000
"
"
4 bedroom house for sale in Lower Kabete
","

Lower Kabete, Westlands

",-,"
4
","








4

","
House for sale in Lower Kabete - 3KE1532850
",Pam Golding Properties,"
KSh 90,000,000
"
"
0.75 ac land for sale in Lavington
","

Amboseli Lane, Lavington, Dagoretti North

",-,-,-,"
Approximately 0.75 acres for sale on Amboseli L...
",Knight Frank Kenya,"
KSh 120,000,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Woodley Springs Apartments, Ngong Road, Ngong Road

","
14 m²
","
3
","








3

","
WOODLEY SPRINGS-OFF NGONG ROAD 3 BEDROOMS
",Crystal Valuers LTD,"
 KSh 14,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Lavington, Dagoretti North

",-,"
4
","








5

","
Contemporary Houses For Sale
",Trendy Living,"
KSh 150,000,000
"
"
1 bedroom apartment for sale in Ruaraka
","

Ruaraka, Ruaraka

","
56 m²
","
1
","








2

","
1 Bedroom Duplex For Sale
",365 Pavilion Place,"
KSh 6,200,000
"
"
3 bedroom apartment for sale in Parklands
","

6th avenue, 4th avenue, Parklands, Westlands

","
2436 m²
","
3
","








3

","
3bedroom +Dsq All ensuite Apartments
",The Urban Queen Enterprises Ltd,"
KSh 20,000,000
"
"
5 bedroom house for sale in Kahawa Sukari
","

Kahawa Sukari, Kahawa Sukari, Roysambu

",-,"
5
","








3

","
Townhouse For Sale in Kahawa Sukari
",Royalgen Estates,"
KSh 28,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
ULTRA MODERN DUPLEXES IN LAVINGTON
",Olympia Gold Real Estate,"
KSh 37,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
130 m²
","
3
","








2

","
2 & 3 BEDROOMS APARTMENTS FOR SALE IN KILELESHW...
",Trisums Investments Company Ltd,"
KSh 11,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Oloitoktok Road, Kileleshwa, Dagoretti North

","
4020 m²
","
1
","








1

","
NEW PROPERTY ALERT ON OLOITOKTOK ROAD KILELESHW...
",Sir Francis Marketing & Consultants Ltd,"
KSh 3,500,000
"
"
3 bedroom apartment for sale in Brookside
","

Brookside, Westlands

",-,"
3
","








3

","
3 & 4 Bedrooms for sale along Brookside drive,W...
",Crystal Valuers LTD,"
KSh 24,500,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








6

","
BRAND NEW AND MODERN TOWNHOUSE UP FOR SALE
",MMM LUXURY ESTATES,"
KSh 80,000,000
 "
"
3 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
3
","








2

","
3 Bedroom Apartment For Sale On Batu Batu Gard...
",Coral Property International Ltd,"
KSh 16,500,000
"
"
4 bedroom house for sale in Rosslyn
 ","

Rosslyn, Westlands

",-,"
4
","








6

","
Rosslyn Springs Elegant 4 Bedroom Townhouse fo...
",Royal Properties Market Limited,"
KSh 68,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Othaya road, Kileleshwa, Dagoretti North

","
195 m²
","
3
","








4

","
Modern 3 bedrooms all ensuite for sale in kilel...
",Abode Realty,"
KSh 17,500,000
"
"
Land for sale in Runda
","

Runda, Westlands

",-,-,-,"
Prime Land For Sale In Runda
",Live n Style Agencies,"
KSh 40,000,000
"
"
4047 m² land for sale in Valley Arcade
","

Argwings Kodhek Road, Valley Arcade, Dagoretti North

","
4047 m²
",-,-,"
Prime Land for sale
",Red Knot  Properties Limited,"
KSh 330,000,000
"
"
1 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
73 m²
","
1
","








1

","
1 Bedroom Apartments For Sale In Lavington
",Coral Property International Ltd,"
KSh 9,700,000
"
"
2752 m² residential land for sale in Runda
","

Residential Plot, Runda, Runda, Westlands

","
2752 m²
",-,-,"
0.68 Acre Prime Residential Land For Sale In Ru...
",Coral Property International Ltd,"
KSh 73,000,000
"
"
Residential land for sale in Kagundo Road
","

Kagundo Road, Kasarani

",-,-,-,"
Radiant Gardens Kangundo Road
",Amali Properties,"
KSh 649,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road, Ngong Road

","
146 m²
","
3
","








3

","
Kingston Apartments On Ngong Road
",Simkar Group Limited,"
KSh 15,600,000
"
"
2 bedroom apartment for sale in Runda
","

916w, Two Rivers, Limuru Road, Runda, Runda, Westlands

","
999 ft²
","
2
","








3

","
Extraordinary two-bedroom dream apartments with...
",Ace Realtors Limited,"
KSh 11,500,000
"
"
4 bedroom house for sale in Nairobi West
","

Nairobi West, Langata

",-,"
4
","








1

","
Nairobi West Maisonette
",Tysons Limited,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Waiyaki Way
","

Waiyaki Way, Westlands

","
2000 ft²
","
3
","








2

","
3bedroom ,2 bath apartment in Westlands
",SXERP REAL ESTATE,"
KSh 16,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
108 m²
","
2
","








2

","
spacious 2 bedroom in kilimani for sale
",Kenya Classic Homes,"
KSh 10,000,000
"
"
Furnished 2 bedroom apartment for sale in Upper Hill
","

4th Ngong Avenue, Bishops Road, Upper Hill, Langata

","
102 m²
","
2
","








3

","
Luxury 2 Bedroom Apartment For Sale in Upperhil...
",Olympia Gold Real Estate,"
KSh 24,900,000
"
"
6 bedroom house for sale in Kitisuru
","

Kitisuru, Westlands

",-,"
6
",-,"
6BEDROOM STANDALONE HOUSE ON SALE IN KITSURU
",Canaan Properties,"
KSh 140,000,000
"
"
4 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
4
","








4

","
Lavish Riverside Apartment for Sale
",The Address Consult,"
KSh 80,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Othaya Rd, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Off Plan 3 Bedroom Apartment for Sale in Kilele...
",Sky Limits Ventures,"
 KSh 11,500,000
"
"
1 ac land for sale in Karen
","

Muteero, Karen, Langata

","
1 ac
",-,-,"
1 Acre Plot For Sale in Karen/Kerarapon
",Simkar Group Limited,"
KSh 55,000,000
"
"
1000 m² residential land for sale in Waiyaki Way
","

Waiyaki Way, Westlands

","
1000 m²
",-,-,"
Residential 1/4 Acre Plot For Sale In A Gated C...
",Pro-Property Solutions Ltd,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








3

","
Brand new 3 befroom apartment with dsq .
",Wilnas Property Ltd,"
KSh 18,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
65 m²
","
1
","








1

","
NEW 1, 2 and 3 BEDROOM EXECUTIVE APARTMENT FOR...
",Splendor Holdings,"
KSh 7,500,000
"
"
Furnished 5 bedroom house for sale in Spring Valley
","

SPRING VALLEY, -OFF LOWER KABETE , Spring Valley, Westlands

",-,"
5
","








6

","
5 Bedroom Townhouse For Sale In Spring Valley
",Halifax Estate Agency,"
KSh 140,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
111 m²
","
3
","








2

","
Riara Road Apartments- Kilimani
",Tysons Limited,"
KSh 14,000,000
"
"
3 ac land for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

","
3 ac
",-,-,"
3 Acre Plot, Maasai Road, Off Main Mombasa Road
",Dunhill Consulting Limited,"
KSh 300,000,000
"
"
0.2 ac commercial land for sale in Donholm
","

Umoja, Manyanja Road, Donholm, Embakasi

",-,-,-,"
Commercial land for sale in Umoja
",First Villas,"
KSh 18,000,000
"
"
Studio apartment for sale in Maziwa
","

Kabarnet Road, Maziwa, Dagoretti North

",-,"
0
","








1

","
LYNX @NGONG ROAD
",M-VAL,"
KSh 4,700,000
"
"
3 bedroom apartment for sale in Kiambu Road
","

Fourways Junction Estate, Kiambu Road, Kiambu Road

","
120 m²
","
3
","








2

","
A 3 BEDROOM APARTMENT ON SALE IN FOURWAYS JUNC...
",Royani Properties Limited,"
KSh 13,000,000
"
"
Commercial land for sale in Kasarani Area
","

Kasarani Area, Kasarani

",-,-,-,"
Prime Commercial 1/4 acre for sale in Kiamumbi,...
",PMC Estates Limited,"
KSh 20,000,000
"
"
46 m² office for sale in Cbd
","

5, Keekorok Road, Cbd, Starehe

","
46 m²
",-,-,"
Commercial Office Space For Sale In Central Bus...
",Edlon Group Limited,"
KSh 105,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
200 m²
","
3
","








4

","
Spacious 3 Bedrooms apartment +Dsq for sale in...
",Kenya Classic Homes,"
KSh 17,000,000
"
"
3 bedroom apartment for sale in Brookside
","

School Lane, Brookside, Westlands

",-,"
3
","








3

","
3 Bedroom All En-Suite Apartment For Sale in Br...
",Simkar Group Limited,"
KSh 26,000,000
"
"
2 bedroom apartment for sale in Ngong Road
","

Ngong Rd, Ngong Road, Ngong Road

",-,"
2
","








1

","
1,2 and Studio Apartments For Sale
",Zenith Homes Management Ltd,"
KSh 8,000,000
"
"
1 ac residential land for sale in Spring Valley
","

Spring Valley, Westlands

","
1 ac
",-,-,"
For sale: Spring Valley 1 acre for sale, red so...
",First Villas,"
KSh 150,000,000
"
"
Studio apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
0
","








1

","
Studio Apartments for sale in Kilimani
",Ring Kenya Ltd,"
KSh 3,800,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
150 m²
","
3
","








2

","
3 BEDROOM EXECUTIVE APARTMENT FOR SALE (TWO ENS...
",Splendor Holdings,"
KSh 13,800,000
"
"
3 bedroom apartment for sale in Kilimani
","

Argwings Kodhek, Kilimani, Dagoretti North

",-,"
3
","








4

","
3 bedroom apartment in Hurlingham near Yaya Cen...
",Knitter Properties Kenya,"
KSh 12,000,000
"
"
4 bedroom apartment for sale in General Mathenge
","

Nairobi, General Mathenge, Westlands

",-,"
4
","








4

","
A Modern And Spacious 4 Bedroom Apartment For S...
",Coral Property International Ltd,"
KSh 52,000,000
"
"
4 bedroom house for sale in Thika Road
","

Ruiru, Thika Road, Thika Road

",-,"
4
","








3

","
4 BEDROOM HOUSE FOR SALE IN RUIRU, OFF THIKA RO...
",Danco Limited,"
KSh 13,000,000
"
"
0.5 ac land for sale in Karen
","

KAREN, KAREN, Karen, Langata

",-,-,-,"
KAREN 1/2 ACRE
",Hadimans Properties,"
KSh 35,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
2265 ft²
","
3
","








4

","
High end 3 bedrooms all ensuite plus dsq in Kil...
",Villawatch Limited,"
KSh 25,000,000
"
"
3 bedroom apartment for sale in Runda
","

Runda, Westlands

",-,"
3
","








3
 
","
,3 Bedroomed apartment for sale in Runda
",Azizi Realtors,"
KSh 9,600,000
"
"
1858 m² commercial land for sale in Kilimani
","

Dennis Pritt Road, Kilimani, Dagoretti North

","
1858 m²
",-,-,"
Freehold 0.459 Acres Land For Sale On Lenana Ro...
",Coral Property International Ltd,"
KSh 175,000,000
"
"
3 bedroom apartment for sale in Parklands
","

2nd parkland, Parklands, Westlands

",-,"
3
","








4

","
khalif apartments - 3 bedroom apartment for sal...
",Crystal Valuers LTD,"
KSh 15,000,000
"
"
4 bedroom townhouse for sale in Thika Road
","

Garden City, Thika Road, Thika Road

","
280 m²
","
4
","








3

","
4 bedroom townhouse for sale in Garden City (Ke...
",Pam Golding Properties,"
KSh 29,000,000
"
"
2024 m² residential land for sale in Thome
","

Thome, Roysambu

","
2024 m²
",-,-,"
THOME ESTATE:- RESIDENTIAL PLOTS ON OFFER.
",Afrique Properties Limited,"
KSh 25,000,000
"
"
3 bedroom apartment for sale in Naivasha Road
","

Four Points Apartments, Naivasha Road, Dagoretti North

","
112 m²
","
3
","








2

","
2 & 3 BEDROOM APARTMENTS ON NAIVASHA ROAD - FOU...
",Crystal Valuers LTD,"
KSh 8,500,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
",-,"
3 bedroom apartment for sale in Westlands Area
",Dunhill Consulting Limited,"
KSh 24,000,000
"
"
506 m² residential land for sale in Imara Daima
","

Imara Daima, Embakasi

","
506 m²
",-,-,"
Imara Daima Plot
",Tysons Limited,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands
 
","
334 m²
","
3
","








3

","
3 Bedroom Apartment For Sale Off Riverside Driv...
",Coral Property International Ltd,"
KSh 46,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

","
170 m²
","
3
","








3

","
3 Bedroom Apartment For Sale in Westlands
",Nuru Breeze Homes Realty Limited,"
KSh 19,000,000
"
"
Furnished 1 bedroom apartment for sale in State House
","

kolobot road, State House, Dagoretti North

",-,"
1
","








1

","
Spacious
",Halifax Estate Agency,"
KSh 11,500,000
"
"
2 bedroom apartment for sale in Riruta
","

Naivasha Road, Riruta, Dagoretti South

",-,"
2
","








2

","
2 &3 BEDROOM APARTMENTS FOR SALE-NAIVASHA ROAD-...
",Azizi Realtors,"
KSh 6,500,000
"
"
8000 m² commercial land for sale in Loresho
","

Loresho, Westlands

","
8000 m²
",-,-,"
2 acres parcel in Loresho
",Nairobi Property,"
KSh 175,000,000
"
"
4 bedroom house for sale in South B
","

South B, Langata

",-,"
4
 ","








2

","
4 bedroom house for sale in South B - 3KE153374...
",Pam Golding Properties,"
KSh 15,800,000
"
"
3 bedroom apartment for sale in Parklands
","

2Nd Parklands Avenue, Parklands, Westlands

","
205 m²
","
3
","








3

","
3 Bedroom Apartment For Sale in Parklands
",Royalgen Estates,"
KSh 23,500,000
"
"
3587 ft² office for sale in Riverside
","

Riverside Drive, Riverside, Westlands

","
3587 ft²
",-,-,"
Fully Fitted Office Space For Sale On Riverside...
",Coral Property International Ltd,"
KSh 65,000,000
"
"
3 bedroom apartment for sale in Riara Road
","

Gatura Gardens Rd, Off Riara Road, Riara Road, Dagoretti North

",-,"
3
","








2

","
3 Bedroom Apartment for sale in Kilimani
",Regent Management Ltd,"
KSh 17,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Riaira road, Lavington, Dagoretti North

","
190 m²
","
3
","








2

","
3 bedroom apartment for sale along Riara road
",First Villas,"
KSh 16,000,000
"
"
0.5 ac land for sale in Kiambu Road
","

Njathaini road, Kiambu Road, Kiambu Road

",-,-,-,"
Half acre land off Kiambu rd, KIST.
",-,"
KSh 22,000,000
"
"
2 bedroom apartment for sale in Riverside
","

Riverside Drive, Riverside, Westlands

",-,"
2
","








2

","
Grand residence
",Real Management Services(2002) Limited,"
KSh 20,000,000
"
"
3723.1 m² residential land for sale in Runda
","

Runda, Westlands

","
3723 m²
",-,-,"
Prime 0.92 Acre Plot (3723m2) For Sale In Runda...
",LIflac Properties,"
KSh 67,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Suswa, Parklands, Westlands

","
285 m²
","
4
","








4

","
4 Bedrooms Apartment For Sale in Suswa, Parklan...
",Royalgen Estates,"
KSh 25,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
2 Bedroom Apartment for sale in Kilimani
",Ring Kenya Ltd,"
KSh 6,800,000
"
"
1 ac land for sale in Muthaiga Area
","

Muthaiga Area, Muthaiga

","
1 ac
",-,-,"
1 acre - Flat land facing the Karura Forest si...
",Pinder Bassi,"
KSh 220,000,000
"
"
Land for sale in Waithaka
","

Muhuri Road, Waithaka, Dagoretti South

",-,-,-,"
Prime Land for Sale in Dagoretti off Muhuri Rd
",ALIX PROPERTIES LTD,"
KSh 35,000,000
"
"
5 bedroom house for sale in Karen
","

Ushirika Road, Karen, Langata

",-,"
5
","








5

","
5 bedroom house for sale in Ushirika Road, Kare...
",Knight Frank Kenya,"
KSh 100,000,000
"
"
5 bedroom house for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

","
396 m²
","
5
","








5

","
Kiambu Road Villas
",Tysons Limited,"
KSh 63,950,000
"
"
1 bedroom apartment for sale in Mountain View
","

Waiyaki Way, Mountain View, Westlands

",-,"
1
",-,"
Waiyaki Way, Mountain View, New Apartments
",FAPCL Group,"
KSh 6,600,000
"
"
6 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North
 
","
300 m²
","
6
","








6

","
Luxurious 6 Bedroomed All Ensuite Pent House Fo...
",LIflac Properties,"
KSh 31,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
179 m²
","
3
","








3

","
Spacious 3 Bedroom Apartment all Ensuite+DSQ
",Peech Limited,"
KSh 17,500,000
"
"
5 bedroom townhouse for sale in Lavington
","

Amboseli Road, Lavington, Dagoretti North

",-,"
5
","








6

","
TOWN HOUSE FOR SALE -LAVINGTONE
",Regent Management Ltd,"
KSh 60,000,000
"
"
5 ac land for sale in Lower Kabete
","

Lower Kabete, Lower Kabete, Westlands

","
5 ac
",-,-,"
FIVE-ACRE PARCEL OF LAND FOR SALE IN LOWER KABA...
",Mahalo Properties Limited,"
KSh 520,000,000
"
"
4 bedroom house for sale in Kileleshwa
","

Makueni Road, Kileleshwa, Dagoretti North

",-,"
4
","








3

","
4 BEDROOM WITH DSQ HOUSE FOR SALE IN KILELESHWA
",Royani Properties Limited,"
KSh 38,000,000
"
"
1 ac residential land for sale in Lavington
","

Lavington, Dagoretti North

","
1 ac
",-,-,"
1 acre piece of land for sale in lavington
",Azizi Realtors,"
KSh 120,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Othaya Road, Lavington, Dagoretti North

","
179 m²
","
3
","








3

","
Elegant 3 Bedroom Apartment All Ensuite +DSQ;Si...
",Peech Limited,"
KSh 17,500,000
"
"
0.781 ac land for sale in Lavington
","

Convent Road, Lavington, Dagoretti North

",-,-,-,"
0.781-Acre Plot For Sale in Lavington - Conven...
",Simkar Group Limited,"
KSh 160,000,000
"
"
5 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








5

","
New Ultra modern 5 bedroom apartment with Dsq
",Wilnas Property Ltd,"
KSh 29,000,000
"
"
2024 m² land for sale in Runda
","

Runda, Westlands

","
2024 m²
",-,-,"
0.5 Acre Residential Plots at Runda Estate.
",Afrique Properties Limited,"
KSh 35,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Riara Road, Kilimani, Dagoretti North

",-,"
2
",-,"
Avana
",HassConsult,"
KSh 12,500,000
"
"
0.5 ac land for sale in Karen
","

Karen, Langata

",-,-,-,"
Vacant Half Acre for Sale in Karen
",Property Boutique,"
KSh 34,000,000
"
"
5 bedroom townhouse for sale in Ridgeways
","

Ridgeways, Ridgeways

","
400 m²
","
5
","








6

","
5 Bedrooms double story on 1/2 acre for sale
",Kenya Classic Homes,"
KSh 75,000,000
"
"
Land for sale in Lavington
","

Lavington, Dagoretti North

",-,-,-,"
1.04 acres of land for Sale in Lavington
",HassConsult,"
KSh 180,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Nairobi, Mandera Road, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
1,2&3 Bedroom Apartment For Sale Mandera Road,...
",Coral Property International Ltd,"
KSh 16,000,000
"
"
2 bedroom apartment for sale in Hurlingham
","

Argwings Kodhek, Hurlingham, Dagoretti North

","
90 m²
","
2
","








2

","
2 Bedroom Apartment Master En-suite for sale at...
",Havilaplus Estates Ltd,"
KSh 7,700,000
"
"
7 bedroom house for sale in Roysambu Area
","

Mirema drive, Ist avenue, Roysambu Area, Roysambu

",-,"
7
","








5

","
7 BEDROOM MASSIONATES AT ROYSAMBU MIREMA DRIVE
",Vuli Homes Ltd,"
KSh 25,000,000
"
"
4 bedroom townhouse for sale in Parklands
","

Ngao Road, Parklands, Westlands

","
162 m²
","
4
","








3

","
4 bedroom townhouse for sale in Parklands (Keny...
",Pam Golding Properties,"
KSh 23,500,000
"
"
3 bedroom house for sale in Langata Area
","

Langata Area, Langata

",-,"
3
","








2

","
House for Sale in Langata- Southlands Estate
",Tysons Limited,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

General Mathenge, Westlands Area, Westlands

",-,"
3
",-,"
GREENVILLE GARDENS –GENERAL MATHENGE (3 bedroom...
",Primofort Investment,"
KSh 18,500,000
"
"
0.62 ac land for sale in Parklands
","

Forest road, Parklands, Westlands

",-,-,-,"
0.62 acres for sale
",Jusa Homes Limited,"
KSh 375,000,000
"
"
3 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road

",-,"
3
","








2

","
Kahawa Downs
",Landmark Realtors Ltd,"
KSh 9,300,000
"
"
Residential land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
1/4 Acre Residential Plot Kiambu Road
",Afrique Properties Limited,"
KSh 14,000,000
"
"
Land for sale in Kamiti
","

Kamiti Ridge, Kamiti, Muthaiga

",-,-,-,"
Prime Land for Sale in Kamiti Ridge
",ALIX PROPERTIES LTD,"
KSh 36,000,000
"
"
Land for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,-,-,"
Konza Plots for Sale(50*100ft)
",-,"
KSh 780,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
144 m²
","
3
","








3

","
Tastefully designed 3 Bedroom Apartments Plus D...
",Signature Africa,"
KSh 13,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Off Nyeri road, Kileleshwa, Dagoretti North

","
150 m²
","
2
","








2

","
LUXURIUS 2 BEDROOM APARTMENT ALL ENSUITE
",Peech Limited,"
KSh 21,300,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
198 m²
","
3
","








5

","
Luxury 3 Bedrooms + Sq 196 Sqm Ksh. 18.9M For S...
",Sir Francis Marketing & Consultants Ltd,"
KSh 18,900,000
"
"
Furnished 1 bedroom apartment for sale in Riverside
","

Riverside Drive, Riverside, Westlands

",-,"
1
",-,"
Divine Residences By CityBlue
",VAAL Real Estate,"
KSh 16,300,000
"
"
Land for sale in Thome
","

Thome, Roysambu

",-,-,-,"
PRIME LAND FOR SALE - THOME
",Citiscape Valuers & Estate Agents Ltd,"
KSh 29,000,000
"
"
5 bedroom house for sale in Garden Estate
","

Garden Estate, Roysambu

",-,"
5
","








 4

","
Garden Estate/Ridgeways 5 bedroom house for sal...
",Standard Shelters Limited,"
KSh 59,000,000
"
"
0.5 ac residential land for sale in Runda
","

Runda, Westlands

",-,-,-,"
0.5 Acre Plot For Sale
",Pam Golding Properties,"
KSh 30,000,000
"
"
2 bedroom apartment for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,"
2
","








2

","
Mombasa road 2&3bedroom apartment for sale
",Canaan Properties,"
KSh 6,700,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
",-,"
4 Bedrooms Townhouse For sale Lavington
",Naftal Properties,"
KSh 37,000,000
"
"
4 bedroom apartment for sale in Brookside
","

Muguga Road, Brookside, Westlands

",-,"
4
","








3

","
Muguga Green Apartments
",Real Management Services(2002) Limited,"
KSh 21,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
205 m²
","
3
","








4

","
3BR ALL ENSUITE PLUS DSQ
",Balis Properties,"
KSh 18,900,000
"
"
0.9 ac land for sale in Kilimani
","

Kilimani, Dagoretti North

",-,-,-,"
PRIME 0.9 ACRES OFF MARCUS GARVEY ROAD NEAR YAY...
",A1 Properties Ltd,"
KSh 400,000,000
"
"
1 ac residential land for sale in Karen
","

Karen, Langata

","
1 ac
",-,-,"
Prime One ( 1 ) Acre Land in Karen
",Leilach Properties,"
KSh 83,000,000
"
"
Land for sale in Nyari
","

Nyari, Westlands

",-,-,-,"
Prime Land For Sale In Nyari
",Halifax Estate Agency,"
KSh 240,000,000
"
"
2 bedroom apartment for sale in Karura
","

Karura, Westlands

",-,"
2
","








3

","
2, 3 & 4 Bedroom Overlooking Karura Forest
",Origin Homes,"
KSh 25,000,000
"
"
Studio apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
0
",-,"
Studios in sale in Westlands
",Canaan Properties,"
KSh 4,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
",-,"
2bdrm with quality finishing
",REALTY BORIS,"
KSh 15,500,000
"
"
Commercial land for sale in Njiru
","

Eastern Bypass, Eastern Bypass, Njiru, Kasarani

",-,-,-,"
1.5 Acres Commercial Land Near Eastern Bypass I...
",Countywise Enterprises,"
KSh 40,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
200 m²
","
3
","








3

","
NEW 3 BEDROOM EXECUTIVE APARTMENT + DSQ FOR SAL...
",Splendor Holdings,"
KSh 22,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Silver Oak Apartments, Othaya road, Kileleshwa, Dagoretti North

","
179 m²
","
3
","








4

","
3 bedroom all ensuite apartments plus DSQ for s...
",Crystal Valuers LTD,"
KSh 17,000,000
"
"
Land for sale in Parklands
","

Kolobot, Parklands, Westlands

",-,-,-,"
1.7 Acre for sale Ngara/ Parklands
",Apricot Property Solutions Limited,"
KSh 430,000,000
"
"
1 bedroom apartment for sale in Karen
","

Kikuyu road, Karen, Langata

","
97 m²
","
1
","








1

","
1bed Apartment for sale
",Property Point Urban Kenya,"
KSh 6,500,000
"
"
2 bedroom apartment for sale in Kilimani
 ","

Kilimani, Dagoretti North

","
140 m²
","
2
","








2

","
NEW TWO BEDROOM APARTMENT ALL ENSUITE, KILIMANI...
",Splendor Holdings,"
KSh 11,000,000
"
"
2023 m² land for sale in Parklands
","

3Rd Parklands, Parklands, Westlands

","
2023 m²
",-,-,"
0.5 acres vacant land for sale in Parklands (Ke...
",Pam Golding Properties,"
KSh 250,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Nairobi, Kileleshwa, Dagoretti North

","
95 m²
","
 2
","








2

","
GATUNDU HIGHTS ARPERTMENT
",Second Exodus Realtors,"
KSh 9,500,000
"
"
5 bedroom house for sale in Lower Kabete
","

Lower Kabete, Westlands

",-,"
5
","








5

","
EXCLUSIVE 5 BEDROOM HOUSE FOR SALE ON LOWER KAB...
",Olympia Gold Real Estate,"
KSh 120,000,000
"
"
11305 ft² warehouse for sale in Mombasa Road
","

Mombasa Road, Mombasa Road, Mombasa Road

","
11305 ft²
",-,-,"
11305 ft² warehouse for sale in Mombasa Road
",Dunhill Consulting Limited,"
KSh 56,000,000
"
"
5 ac land for sale in Karen
","

Karen, Langata

","
5 ac
",-,-,"
Karen Marist Centre,5 adjacent parcels
",Jusa Homes Limited,"
KSh 275,000,000
"
"
5 bedroom house for sale in Lower Kabete
","

Lower Kabete, Westlands

","
5900 ft²
","
5
","








5

","
5 Bedroom Elegant Townhouse For Sale in Lower K...
",Coral Property International Ltd,"
KSh 120,000,000
"
"
4 bedroom house for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
350 m²
","
4
","








3

","
4 bedroom house for sale in Kileleshwa (Kenya)...
",Pam Golding Properties,"
KSh 27,000,000
"
