property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
5 bedroom house for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

","
600 m²
","
5
","








5

","
Breath taking 4br + dsq Mainsionette
",El Roi Properties,"
KSh 28,000,000
"
"
6 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

","
700 m²
","
6
","








6

","
5 BEDROOM TOWNHOUSE + 2 DSQ FOR SALE IN LAVINGT...
",Splendor Holdings,"
KSh 80,000,000
"
"
3 bedroom apartment for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

","
1500 ft²
","
3
","








2

","
3 Bedroom Apartment with Dsq For Sale Along Kia...
",Jayhenrys Holdings Limited,"
KSh 10,500,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
260 m²
","
4
","








4

","
4 BEDROOM APARTMENT + DSQ FOR SALE (ALL ENSUI...
",Splendor Holdings,"
KSh 23,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
35 m²
","
1
","








1

","
Masterfully designed 1 bedroom apartments
",A1 Properties Ltd,"
KSh 8,000,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Ngong rd, Ngong Road, Ngong Road

","
120 m²
","
3
","








2

","
3 Bedroom apartment for sale in Ngong road
",Abode Realty,"
KSh 9,800,000
"
"
8 bedroom apartment for sale in Lavington
","

456, Lavington, Dagoretti North

","
300 m²
","
8
","








9

","
6 bedrooms penthouse + 2 dsQ In Lavington
",Kenya Classic Homes,"
KSh 30,000,000
"
"
8.2 ac land for sale in Karen
","

Kerarapon Road Mwitu Drive, Mwitu, Karen, Langata

","
8 ac
",-,-,"
8.2 Acres in Kerarapon road mwitu Estates
",Second Exodus Realtors,"
KSh 480,000,000
"
"
2 bedroom apartment for sale in Lavington
","

mbaazi avenue, Lavington, Dagoretti North

",-,"
2
","








2

","
2 Bedroom Apartment for Sale in Lavington Area
",Crystal Valuers LTD,"
KSh 16,500,000
"
"
6 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
300 m²
","
6
","








6

","
Luxurious 6 Bedroomed All Ensuite Pent House Fo...
",LIflac Properties,"
KSh 31,000,000
"
"
3 bedroom apartment for sale in Thika Road
","

Morningside Green Apartments, Thika Road, Thika Road

","
135 m²
","
3
","








2

","
3 BEDROOM APARTMENTS -THIKA ROAD
",Crystal Valuers LTD,"
KSh 12,450,000
"
"
Land for sale in Lavington
","

 Muthangari Road, Lavington, Dagoretti North

",-,-,-,"
0.781 Acre Plot For Sale in Lavington - Muthang...
",Simkar Group Limited,"
KSh 180,000,000
"
"
5 bedroom house for sale in Lavington
","

Amboseli Road, Lavington, Dagoretti North

",-,"
5
","








6

","
5 Bedroom Townhouse For Sale In Lavington
",Coral Property International Ltd,"
KSh 60,000,000
"
"
1 bedroom apartment for sale in Runda
","

924M, Two Rivers, Limuru Road, Runda, Runda, Westlands

","
615 ft²
","
1
","








2

","
(UNDER CONSTRUCTION) Extraordinary one-bedroom...
",Ace Realtors Limited,"
KSh 8,500,000
"
"
3 bedroom apartment for sale in Loresho
","

Loresho, Westlands

",-,"
3
","








3

","
Loresho springs 3 bedroom apartment for sale
",Royal Properties Market Limited,"
KSh 18,000,000
"
"
5 bedroom house for sale in Kyuna
","

Nairobi, Kyuna, Westlands

","
6000 ft²
","
5
","








5

","
5 Bedroom Villa For Sale In Kibagare Valley, Ky...
",Coral Property International Ltd,"
KSh 120,000,000
"
"
2 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
2
","








3

","
New 2 Bedroom Apartment For Sale
",Origin Homes,"
KSh 23,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Laikipia Road, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
AVIC PARK
",Avic Park,"
KSh 36,000,000
"
"
Land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
VACANT LAND FOR SALE IN KIAMBU ROAD
",Royani Properties Limited,"
KSh 50,000,000
"
"
3 bedroom apartment for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,"
3
","








4

","
3 Bedroom Apartments For Sale along Mombasa Ro...
",THE GRAND RAVIX LIMITED,"
KSh 16,300,000
"
"
Studio apartment for sale in Kilimani
","

21 10008, Kilimani Estate, Kilimani, Dagoretti North

","
390 ft²
","
0
","








1

","
Under construction: Prestigious self-contained...
",Ace Realtors Limited,"
KSh 3,800,000
"
"
1 bedroom apartment for sale in Waiyaki Way
","

Waiyaki Way, Westlands

",-,"
1
","








2

","
LUXURIOUS ALL-ENSUITE 1, 2 & 3 BEDROOM APARTMEN...
",Citiscape Valuers & Estate Agents Ltd,"
KSh 6,950,000
"
"
1 bedroom apartment for sale in Hill View
","

Elite Residence ~Westlands Road,, Hill View, Westlands

","
592 ft²
","
1
","








1

","
Elite Residence ~ The Ultimate Urban Addres
",Crystal Valuers LTD,"
KSh 10,900,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Off Kaburu road, Ngong Road, Ngong Road

","
140 m²
","
3
","








3

","
MODERN 3 BEDROOMS APARTMENT FOR SALE ON NGONG R...
",Abode Realty,"
KSh 13,500,000
"
"
2 bedroom apartment for sale in Upper Hill
","

Upper Hill, Langata

",-,"
2
",-,"
2 Bedroom For Sale
",Property Boutique,"
KSh 17,000,000
"
"
2 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

","
90 m²
","
2
","








2

","
2 Bedrooms apartment on Ngong rd
",Abode Realty,"
KSh 7,800,000
"
"
4 bedroom house for sale in North Muthaiga
","

45, Muthaiga north, North Muthaiga, Muthaiga

",-,"
4
","








5

","
Muthaiga north
",-,"
KSh 40,000,000
"
"
4 bedroom apartment for sale in General Mathenge
","

General mathenge, General Mathenge, Westlands

",-,"
4
","








5

","
Modern 4 bedroom apartment for sale
",Origin Homes,"
KSh 50,000,000
"
"
1 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
1
","








1

","
New 1 & 2 Bedroom Condo&#39;s For Sale
",Origin Homes,"
KSh 12,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








4

","
Kilimani:3 bedroom apartment for sale/rent
",Royal Properties Market Limited,"
KSh 27,000,000
"
"
1 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

","
55 m²
","
1
","








2

","
Egoli premiere executive 1 bedroom apartments f...
",B. Nyariki Properties,"
KSh 6,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Dagoretti North

","
133 m²
","
3
","








3

","
LIMITED OFFER - 3BEDROOMS, 3BATHROOMS & A HOME...
",Balis Properties,"
KSh 11,500,000
"
"
7285 m² land for sale in Rhapta Road
","

Rhapta Road, Rhapta Road, Westlands

","
7285 m²
",-,-,"
1.8 acres vacant land for sale in Rhapta Road (...
",Pam Golding Properties,"
KSh 450,000,000
"
"
Studio apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
35 m²
","
0
",-,"
STUDIO APARTMENT FOR SALE IN KILIMANI
",Prelax Properties,"
KSh 3,800,000
"
"
3 bedroom apartment for sale in Kilimani
","

KILIMANI, KILIMANI, Kilimani, Dagoretti North

","
140 m²
","
3
","








2

","
3 BEDROOM APARTMENT FOR SALE IN KILIMANI
",Laser Property Services Ltd,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Waiyaki Way
","

Waiyaki Way, Westlands

","
139 m²
","
3
","








2

","
3 Bedroom Modern Apartment For Sale along Waiya...
",Royalgen Estates,"
KSh 13,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Stylish 3 bedroom apartments for sale in kilele...
",Wilnas Property Ltd,"
KSh 10,000,000
"
"
4 bedroom apartment for sale in Waiyaki Way
","

Nairobi, Waiyaki Way, Westlands

",-,"
4
","








4

","
4 Bedroom Apartment For Sale Along East Church...
",Coral Property International Ltd,"
KSh 23,000,000
"
"
3 bedroom apartment for sale in Loresho
","

Loresho, Westlands

",-,"
3
","








4

","
STARTLING 3 BED APARTMENTS + DSQ
",Citiscape Valuers & Estate Agents Ltd,"
KSh 18,500,000
"
"
2023 m² commercial land for sale in Thika Road
","

Thika Road, Thika Road

","
2023 m²
",-,-,"
Garden Estate 1/2 acre plots
",Landmark Realtors Ltd,"
KSh 31,000,000
"
"
Commercial land for sale in South C
","

South C, Langata

",-,-,-,"
DEVELOPMENT LAND, SOUTH C
",Citiscape Valuers & Estate Agents Ltd,"
KSh 70,000,000
"
"
Studio apartment for sale in Ngong Road
","

Wanyee Road, Ngong Road, Ngong Road

","
200 ft²
","
0
","








1

","
Studio Apartment For Sale-Tsavo Skywalk, Wanyee...
",Crystal Valuers LTD,"
KSh 2,000,000
"
"
3 bedroom apartment for sale in Waiyaki Way
","

Mvuli Road, Waiyaki Way, Westlands

","
204 m²
","
3
","








3

","
Maple & Garnet Apartments
",Eastwood Consulting Ltd,"
KSh 26,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Lavington, Dagoretti North

","
124 m²
","
3
","








2

","
MODEN 3BR APARTMENT
",Balis Properties,"
KSh 12,500,000
"
"
Residential land for sale in Runda
","

Runda Muring'a, Runda, Westlands

",-,-,-,"
0.5 Acre Plot For Sale in Runda Muring&#39;a
",Simkar Group Limited,"
KSh 24,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Off Argwings Khodhek, Kilimani, Dagoretti North

","
200 m²
","
3
","








4

","
3 BEDROOMS ALL ENSUITE WITH DSQ FOR SALE IN KIL...
",Abode Realty,"
KSh 16,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Oloitoktok, Lavington, Dagoretti North

","
70 m²
","
2
","








2

","
2 BEDROOMS FOR SALE IN LAVINGTON
",Abode Realty,"
KSh 6,900,000
"
"
4 bedroom house for sale in Karen
","

Bogani Road, Karen, Langata

","
543 m²
","
4
","








5

","
Bogani Park - House Type B
",Sakile Properties,"
KSh 88,000,000
"
"
4 bedroom apartment for sale in General Mathenge
","

Nairobi, General Mathenge, Westlands

","
3800 ft²
","
4
","








3

","
A 4 Bedroom Apartment For Sale & Rent In Genera...
",Coral Property International Ltd,"
KSh 32,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Lavington, Lavington, Dagoretti North

","
110 m²
","
2
","








2

","
MODERN 2BEDROOM APARTMENT
",Balis Properties,"
KSh 9,500,000
"
"
Land for sale in Runda
","

Runda, Westlands

",-,-,-,"
Half an acre, Red soil, Freehold plot for sale
",Archstone Realtors,"
KSh 38,000,000
"
"
Residential land for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,-,-,"
0.5 ACRE RESIDENTIAL PROPERTY IN KILELESHWA
",Karengata Property Managers,"
KSh 180,000,000
"
"
Residential land for sale in Karen
","

Forest View Lane, Karen, Langata

",-,-,-,"
0.5 Acre Plots For Sale in Karen Plains
",Simkar Group Limited,"
KSh 30,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Off Rhapta Road, Nairobi, Westlands Area, Westlands

",-,"
3
","








3

","
3 Bedroom Apartment For Sale Off Rhapta Road In...
",Coral Property International Ltd,"
KSh 23,500,000
 "
"
3 bedroom apartment for sale in Lavington
","

Lavington, Lavington, Dagoretti North

","
180 m²
","
3
","








4

","
3BR ALL ENSUITE PLUS DSQ
",Balis Properties,"
 KSh 19,000,000
"
"
3 bedroom apartment for sale in Waiyaki Way
","

Uthiru, Waiyaki Way, Westlands

",-,"
3
","








2

","
New 3 Bedroom Apartments.
",MuneneMuriu Solutions.,"
KSh 13,500,000
"
"
4 bedroom house for sale in Mountain View
","

Mountain view, Mountain View, Westlands

",-,"
4
","








3

","
Beautiful four bedroom house
",Rayalink Properties,"
KSh 37,000,000
"
"
 1 bedroom apartment for sale in Kileleshwa
","

Tabere Lane, Kileleshwa, Dagoretti North

","
49 m²
","
1
","








1

","
One bedroom Standard-Alina Ridge
",Wonder Properties,"
KSh 5,300,000
"
"
Furnished 6 bedroom house for sale in Karen
","

Karen, Langata

",-,"
6
","








6

","
6bedroom New Fully ambassadorial home in Karen...
",Badilisha Properties,"
KSh 200,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kangundo Rd, Kileleshwa, Dagoretti North

","
114 m²
","
3
","








2

","
3 Bedroom Apartment to Buy in Kileleshwa Nairob...
",Sky Limits Ventures,"
KSh 9,250,000
 "
"
3 bedroom apartment for sale in Kileleshwa
","

101w, Near Bypass, Kileleshwa Estate, Kileleshwa, Dagoretti North

","
2000 ft²
","
3
","








4

","
Voluminous three bedrooms apartment near bypass...
",Ace Realtors Limited,"
KSh 24,200,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








1

","
2bedroom apartment on sale in Kilimani
",Canaan Properties,"
KSh 10,000,000
"
"
4047 m² residential land for sale in Kilimani
","

Kirichwa, Kilimani, Dagoretti North

","
4047 m²
",-,-,"
1 ACRE FOR SALE OFF KIRICHWA RD
",LYNDUM ENTERPRISES,"
KSh 450,000,000
"
"
0.75 ac land for sale in Waiyaki Way
","

waiyaki way, waiyaki way, Waiyaki Way, Westlands

",-,-,-,"
0.75 acres for sale along Waiyaki Way
",THE GRAND RAVIX LIMITED,"
KSh 650,000,000
"
"
1 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
55 m²
","
1
","








1

","
NEW 1 BEDROOM IN LAVINGTON FOR SALE, HOT DEAL...
",Splendor Holdings,"
KSh 5,000,000
"
"
Warehouse for sale in Utawala
","

Eastern Bypass, Utawala, Embakasi

",-,-,-,"
7,616 Sq Ft Warehouses For Sale in Embakasi - E...
",Simkar Group Limited,"
KSh 34,272,000
"
"
0.5 ac land for sale in Lavington
","

Lavington, Dagoretti North

",-,-,-,"
land for own-house development
",Kenya Classic Homes,"
KSh 100,000,000
"
"
Residential land for sale in Nairobi West
","

Nairobi West, Langata

",-,-,-,"
Redevelopment
",Halifax Estate Agency,"
KSh 100,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Nyeri road, Kileleshwa, Dagoretti North

","
1451 ft²
","
2
","








2

","
2/ 3/ 4 Bedroom Apartments For Sale In Kilelesh...
",Abode Realty,"
KSh 18,500,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
1
",-,"
Kaisa Garden Apartment In Laikipia Road, Kilele...
",Kaisa Ventures Kenya Co. Ltd,"
KSh 3,000,000
"
"
1 ac residential land for sale in Lavington
","

Lavington, Dagoretti North

","
1 ac
",-,-,"
1 acre piece of land for sale in lavington
",Azizi Realtors,"
KSh 120,000,000
"
"
1428 ft² office for sale in Hurlingham
","

Ngong Road, Hurlingham, Dagoretti North

","
1428 ft²
",-,-,"
Serviced Virtual offices and/or Conference/Even...
",El Roi Properties,"
KSh 29,000,000
"
"
1 bedroom apartment for sale in Fedha
","

Fedha, Embakasi

",-,"
1
","








1

","
1 Bedroom Apartments, EMBAKASI For Sale Ksh
",Citiscape Valuers & Estate Agents Ltd,"
KSh 2,600,000
"
"
4 bedroom house for sale in Garden Estate
","

Garden Estate Rd, Garden Estate, Roysambu

","
1011 m²
","
4
","








5

","
Executive 4 Bedroom Townhouse For Sale In Gar...
",Jayhenrys Holdings Limited,"
KSh 47,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
45 m²
","
1
","








1

","
STUDIO APARTMENT
",Peech Limited,"
KSh 4,700,000
"
"
4 bedroom apartment for sale in Rhapta Road
","

Rhapta Road, Rhapta Road, Westlands

",-,"
4
","








2

","
Charming four bedroom Apartment
",Rayalink Properties,"
KSh 18,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








2

","
Kilimani 3 Bedroom Apartment
",Afrique Properties Limited,"
KSh 21,000,000
"
"
8094 m² land for sale in Brookside
","

Brookside, Westlands

","
8094 m²
",-,-,"
2 Acres property in Brookside /Grevillea
",Royal Properties Market Limited,"
KSh 400,000,000
 "
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
105 m²
","
2
",-,"
2 BEDROOM APARTMENT FOR SALE IN KILIMANI (NEW...
",Splendor Holdings,"
KSh 8,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Wuyi Plaza Galana Road, Kilimani, Dagoretti North

","
170 m²
","
3
","








2

","
Office Space For Sale Along Galana Road Kiliman...
",Apogee Realty Homes,"
KSh 14,800,000
"
"
4 bedroom house for sale in Karen
","

murishu lane, Karen, Langata

","
2025 m²
","
4
","








4

","
Elegant four bedroom house
",Rayalink Properties,"
KSh 80,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Dagoretti North

","
100 m²
","
2
","








2

","
LOVELY & SPACIOUS 2BEDROOM APARTMENT
",Balis Properties,"
KSh 9,500,000
"
"
3 bedroom house for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
3
","








4

","
Luxurious 3br plus Dsq all ensuite villa
",El Roi Properties,"
KSh 18,500,000
"
"
1.6 ac land for sale in Runda
","

Runda, Westlands

","
1 ac
",-,-,"
1.6 acres residential vacant land for sale in R...
",Pam Golding Properties,"
KSh 120,000,000
"
"
1 bedroom apartment for sale in Mombasa Road
","

Chady Road, Mombasa Road, Mombasa Road

","
40 m²
","
1
",-,"
1 Bedroom Apartments for sale in Mombasa Road
",VAAL Real Estate,"
KSh 3,500,000
"
"
Commercial land for sale in Kahawa West
","

Kahawa West, Roysambu

",-,-,-,"
Early Easter Offer Kahawa west prime plots with...
",Excellent choice investment Limited,"
KSh 2,500,000
"
"
1.1 ac residential land for sale in Thigiri
","

Thigiri, Thigiri, Westlands

","
1 ac
",-,-,"
For sale: 1.1 vacant land in Thigiri near Thigi...
",First Villas,"
KSh 110,000,000
"
"
4047 m² commercial land for sale in Kilimani
","

Elgeyo Marakwet Road, Kilimani, Dagoretti North

","
4047 m²
",-,-,"
Prime 1 Acre Plot For Sale Kilimani
",Coral Property International Ltd,"
KSh 425,000,000
"
"
Land for sale in Runda
","

Runda, Westlands

",-,-,-,"
Land for sale - Runda
",Archstone Realtors,"
KSh 120,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

","
280 m²
","
3
 ","








4

","
LUXURIOUS NEWLY BUILT 3 BEDROOM APARTMENTS WITH...
",A1 Properties Ltd,"
KSh 25,000,000
"
"
4 bedroom house for sale in Karen
","

Kikenni Road, Karen, Langata

",-,"
4
","








3

","
4 bedroom Kikenni bungalow for sale\rent.
",Mencia Management Ltd.,"
KSh 55,000,000
 "
"
6 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
6
","








6

","
 6 Bedroom Penthouse All Ensuite at Kileleshwa
",Afrique Properties Limited,"
KSh 30,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








4

","
3 Bedroom Apartment For Sale In Riverside
",Coral Property International Ltd,"
KSh 42,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Khayawe road, Kilimani, Dagoretti North

",-,"
3
","








2

","
Three bedrooms apartment for sale old type
",Calmillers Holding Ltd,"
KSh 16,000,000
"
"
3 bedroom apartment for sale in Waiyaki Way
","

Kabarsiran Avenue, Waiyaki Way, Westlands

",-,"
3
","








3

","
3-Bedroom Apartment in Westlands off Waiyaki Wa...
",Majestic Homes,"
KSh 18,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
1
","








1

","
Alluring & Elegant 1 Bedroom Apartments
",Olympia Gold Real Estate,"
KSh 7,750,000
"
"
2 bedroom apartment for sale in Mombasa Road
","

53, Mombasa Road, Mombasa Road, Mombasa Road

",-,"
2
","








2

","
2 Bedroom Apartment For Sale In Mombasa Road
",Edlon Group Limited,"
KSh 4,700,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Dagoretti North

","
133 m²
","
3
","








3

","
LOVELY 3BEDROOMS WITH 3BATHROOMS & VIEWS
",Balis Properties,"
KSh 11,500,000
"
"
Furnished studio apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
36 m²
","
0
","








1

","
Best RIO for the Lowest Capital on investment....
",Round The Clock Homes,"
KSh 3,500,000
"
"
4 bedroom villa for sale in Sub zone
","

Sub zone, Ngong

",-,"
4
","








5

","
NGONG 4 BEDROOM VILLA
",Royal Properties Market Limited,"
KSh 24,500,000
"
"
7 bedroom house for sale in Lavington
","

Manyani East, Manyani East Road, Lavington, Dagoretti North

",-,"
7
","








1

","
5 & 7 Bedroom Standalone House On One Acre For...
",Coral Property International Ltd,"
KSh 100,000,000
"
"
4 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
4
","








4

","
Palm Villa Apartments- Kilimani
",Tysons Limited,"
KSh 26,000,000
"
"
Studio apartment for sale in Ngara
","

Musindi road, Ngara, Starehe

","
33 m²
","
0
","








1

","
Studio Apartments for Sale in Ngara
",Signature Africa,"
KSh 3,350,000
"
"
1 bedroom apartment for sale in Lavington
","

Off Ole Ndume, Lavington, Dagoretti North

","
58 m²
","
1
","








1

","
1 BEDROOM APARTMENT FOR SALE IN LAVINGTON
",Abode Realty,"
KSh 5,900,000
"
"
Commercial land for sale in Lavington
","

Lavington, Dagoretti North

",-,-,-,"
0.5 Acre for sale in Lavington
",Pinnacle Valuers,"
KSh 110,000,000
"
"
1 ac land for sale in Karen
","

Muteero, Karen, Langata

","
1 ac
",-,-,"
1 Acre Plot For Sale in Karen/Kerarapon
",Simkar Group Limited,"
KSh 55,000,000
"
"
2000 m² residential land for sale in Karen
","

Karen, Langata

","
2000 m²
",-,-,"
1/2 Acre Residential Plot at Karen
",Afrique Properties Limited,"
KSh 28,000,000
"
"
1 ac residential land for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
1 ac
",-,-,"
Kileleshwa land for sale
",Knight Frank Kenya,"
KSh 300,000,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
",-,"
5 bedroom house for sale in Karen (Kenya)
",Pam Golding Properties,"
KSh 260,000,000
"
"
4 bedroom house for sale in Lavington
","

Lavington, Lavington, Dagoretti North

",-,"
4
","








2

","
Lavington, 4 bedroom duplex penthouse,(2 ensuit...
",Jusa Homes Limited,"
KSh 19,000,000
"
"
3 bedroom apartment for sale in State House
","

State House Road, State House, Dagoretti North

","
192 m²
","
3
","








3
 
","
Gorgeous 3 bedroom apartment
",Azizi Realtors,"
KSh 30,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








5

","
3 bedroom with DSQ for Sale in Lavington
",Zenith Homes Management Ltd,"
KSh 22,000,000
"
"
3237 m² residential land for sale in Lavington
","

Chalbi Road, Lavington, Dagoretti North

","
3237 m²
",-,-,"
0.8 Acre piece of land Along Chalbi,Lavington F...
",Ring Kenya Ltd,"
KSh 230,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Off Othaya rd, Kileleshwa, Dagoretti North

","
155 m²
","
3
","








3

","
SPACIOUS 3 BEDROOMS WITH DSQ FOR SALE IN KILELE...
",Abode Realty,"
KSh 16,000,000
"
"
4 bedroom apartment for sale in Riverside
","

Riverside, Westlands

","
3800 ft²
","
4
","








4

","
4 Bedroom Apartment for Sale in Riverside- Off...
",Tysons Limited,"
KSh 30,000,000
"
"
5 bedroom villa for sale in Kyuna
","

Kyuna, Westlands

",-,"
5
","








6

","
Executive
",Halifax Estate Agency,"
KSh 90,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Dagoretti North

","
144 m²
","
3
","








3

","
3BEDROOMS, 3BATHROOMS & A DSQ
",Balis Properties,"
KSh 12,800,000
"
"
1 bedroom apartment for sale in Kilimani
","

Heartland Gardens Apartments, Kilimani, Dagoretti North

","
77 m²
","
1
","








1

","
HEARTLAND GARDEN-Studio, 1 & 2 Bedroom Apartmen...
",Crystal Valuers LTD,"
KSh 5,000,000
"
"
2025 m² land for sale in Karen
","

Koitobos Road, Karen, Langata

","
2025 m²
",-,-,"
Beautiful half acre plot
",Rayalink Properties,"
KSh 35,000,000
"
"
4047 m² residential land for sale in Karen
","

Karen, Langata

","
4047 m²
",-,-,"
1 Acre Residential Land in Karen For Sale
",Pinnacle Valuers,"
KSh 70,000,000
"
"
Furnished studio apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
36 m²
","
0
","








1

","
Affordable studios, one and two beds
",Round The Clock Homes,"
KSh 3,500,000
"
"
Residential land for sale in Karen
","

Langata road, Karen, Langata

",-,-,-,"
HALF ACRE LAND FOR SALE KAREN
",Pemukika Agency,"
KSh 35,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








3

","
An elegant 3 bedroom apartment with dsq for sal...
",Wilnas Property Ltd,"
KSh 12,800,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








6

","
5 Bedroom Townhouse for Sale in Lavington.
",Wilnas Property Ltd,"
KSh 66,000,000
"
"
4 bedroom house for sale in Westlands Area
","

Nairobi, Peponi Road, Westlands Area, Westlands

",-,"
4
","








4

","
4 Bedroom All En-suite Townhouse For Sale Off P...
",Coral Property International Ltd,"
KSh 76,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








2

","
ULTRA MODERN APARTMENT FOR SALE IN KILIMANI
",Twinrocks Property Managers,"
KSh 18,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Lavington, Dagoretti North

","
220 m²
","
4
","








5

","
4BR ALL ENSUITE PLUS DSQ
",Balis Properties,"
KSh 22,000,000
"
"
3 bedroom apartment for sale in Thika Road
","

Kamiti road, Thika Road, Thika Road

",-,"
3
","








2

","
Jacaranda Gardens
",Greenday Properties,"
KSh 13,000,000
"
"
4 bedroom house for sale in Rosslyn
","

Lone Tree, Rosslyn, Westlands

","
1011 m²
","
4
","








5

","
Luxurious 4 Bedroom Townhouses For Sale In Ross...
",Jayhenrys Holdings Limited,"
KSh 66,300,000
"
"
1858 m² commercial land for sale in Kilimani
","

Dennis Pritt Road, Kilimani, Dagoretti North

","
1858 m²
",-,-,"
Freehold 0.459 Acres Land For Sale On Lenana Ro...
",Coral Property International Ltd,"
KSh 175,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
80 m²
","
1
","








1

","
ONE (1) BEDROOM EXECUTIVE APARTMENT FOR SALE...
",Splendor Holdings,"
KSh 7,500,000
"
"
5 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
",-,"
5 Bedroom Villa with a DSQ for Sale - Mbabane...
",FAPCL Group,"
KSh 115,000,000
"
"
5 bedroom house for sale in Karen
","

Oloolua Ridge, Oloolua Ridge, Karen, Langata

","
2023 m²
","
5
","








6

","
5 Bedroom Villa in Karen close to KCB Leadershi...
",Laser Property Services Ltd,"
KSh 95,000,000
"
"
10000 ft² residential land for sale in Kahawa Sukari
","

Kahawa Sukari, Roysambu

","
10000 ft²
",-,-,"
100x100 plot:Kahawa Sukari past Kiu River
",Peech Limited,"
KSh 8,500,000
"
"
5 bedroom house for sale in Nairobi Central
","

Lavington, Nairobi Central, Starehe

","
100 m²
","
5
","








5

","
Lavington 5 bedroom house
",Ngossheny Houses Enterprises,"
KSh 70,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
1
","








1

","
EXECUTIVE 1 BEDROOM APARTMENT FOR SALE.
",Wilnas Property Ltd,"
KSh 8,500,000
"
